,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
544,Islam Slimani,dz ALG,FW,Lyon,33,1988,6.4,1,12,4,33.3,1.88,0.63,0.08,0.25,11.5,0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches,ffec9769
545,Florian Sotoca,fr FRA,FWMF,Lens,30,1990,27.6,6,69,24,34.8,2.50,0.87,0.06,0.17,15.5,0,2,2,9.3,7.7,0.11,-3.3,-3.7,Matches,7a42d0df
546,Sambou Soumano,sn SEN,FWMF,Lorient,20,2001,5.0,3,18,4,22.2,3.62,0.81,0.17,0.75,11.1,0,0,0,2.8,2.8,0.15,+0.2,+0.2,Matches,7cc00776
547,Arnaud Souquet,fr FRA,DF,Montpellier,29,1992,25.9,1,18,4,22.2,0.69,0.15,0.06,0.25,24.4,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,4e0afc5d
548,Saidou Sow,gn GUI,DF,Saint-Étienne,19,2002,11.0,2,3,2,66.7,0.27,0.18,0.67,1.00,7.0,0,0,0,0.4,0.4,0.14,+1.6,+1.6,Matches,f6b94e8d
549,Calvin Stengs,nl NED,MF,Nice,22,1998,11.9,1,21,5,23.8,1.76,0.42,0.05,0.20,17.9,0,0,0,2.9,2.9,0.14,-1.9,-1.9,Matches,8f7e6783
550,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,19,2002,11.3,4,26,8,30.8,2.31,0.71,0.15,0.50,20.5,0,0,0,2.5,2.5,0.09,+1.5,+1.5,Matches,a62f8bf1
551,Abdoulaye Sylla,gn GUI,DF,Nantes,21,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2aeb43f1
552,Waniss Taibi,fr FRA,MFFW,Angers,19,2002,1.5,0,1,0,0.0,0.68,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,95192fe4
553,Flavien Tait,fr FRA,MF,Rennes,28,1993,23.6,5,42,12,28.6,1.78,0.51,0.12,0.42,20.7,0,0,0,3.3,3.3,0.08,+1.7,+1.7,Matches,a0f9b535
554,Florian Tardieu,fr FRA,MF,Troyes,29,1992,29.2,4,20,5,25.0,0.68,0.17,0.00,0.00,31.2,4,4,4,3.5,0.8,0.04,+0.5,-0.8,Matches,ed39121c
555,Oussama Targhalline,ma MAR,FW,Marseille,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,abd56820
556,Loum Tchaouna,fr FRA,FWMF,Rennes,17,2003,1.0,0,2,1,50.0,2.07,1.03,0.00,0.00,16.1,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,a3c8b4d3
557,Warren Tchimbembé,cg CGO,MF,Metz,23,1998,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,93b8f9f4
558,Aurélien Tchouaméni,fr FRA,MF,Monaco,21,2000,32.5,3,55,10,18.2,1.69,0.31,0.05,0.30,22.5,0,0,0,2.8,2.8,0.05,+0.2,+0.2,Matches,4f255115
559,Mathys Tel,fr FRA,FWMF,Rennes,16,2005,0.6,0,3,1,33.3,4.82,1.61,0.00,0.00,17.5,1,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches,829aa60c
560,Jordan Tell,fr FRA,FW,Clermont Foot,24,1997,3.2,1,8,3,37.5,2.48,0.93,0.13,0.33,12.1,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches,4f093689
561,Martin Terrier,fr FRA,FWMF,Rennes,24,1997,30.9,21,86,44,51.2,2.79,1.42,0.22,0.43,14.9,0,2,2,15.0,14.0,0.16,+6.0,+5.0,Matches,5148dcc5
562,Tetê,br BRA,FWMF,Lyon,21,2000,6.5,2,17,7,41.2,2.62,1.08,0.12,0.29,16.1,0,0,0,2.4,2.4,0.14,-0.4,-0.4,Matches,7120a04d
563,Sada Thioub,sn SEN,FW,Angers,26,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4bc42b1
564,Sada Thioub,sn SEN,DFMF,Saint-Étienne,26,1995,10.6,0,5,0,0.0,0.47,0.00,0.00,,17.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,f4bc42b1
565,Romain Thomas,fr FRA,DF,Angers,33,1988,28.5,2,14,4,28.6,0.49,0.14,0.14,0.50,8.2,0,0,0,2.5,2.5,0.21,-0.5,-0.5,Matches,275e2c51
566,Adrien Thomasson,fr FRA,MF,Strasbourg,27,1993,26.5,8,48,19,39.6,1.81,0.72,0.17,0.42,16.3,0,0,0,6.5,6.5,0.14,+1.5,+1.5,Matches,c76b7567
567,Thuler,br BRA,DF,Montpellier,22,1999,9.5,0,1,0,0.0,0.11,0.00,0.00,,9.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,db23d9fc
568,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20,2001,21.1,4,23,7,30.4,1.09,0.33,0.17,0.57,17.0,0,0,0,3.3,3.3,0.14,+0.7,+0.7,Matches,7d9397f8
569,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,22,1999,1.7,0,2,1,50.0,1.20,0.60,0.00,0.00,19.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,9ddf7fae
570,Jean-Clair Todibo,fr FRA,DF,Nice,21,1999,34.6,1,19,6,31.6,0.55,0.17,0.05,0.17,9.9,0,0,0,2.9,2.9,0.16,-1.9,-1.9,Matches,88f130ed
571,Karl Toko Ekambi,cm CMR,FW,Lyon,28,1992,25.5,12,74,36,48.6,2.90,1.41,0.14,0.28,14.4,0,2,2,14.0,12.5,0.17,-2.0,-2.5,Matches,5ceba7fc
572,Yoann Touzghar,tn TUN,FW,Troyes,34,1986,16.2,4,28,12,42.9,1.73,0.74,0.14,0.33,13.2,0,0,0,5.2,5.2,0.19,-1.2,-1.2,Matches,4e47507a
573,Amadou Traore,fr FRA,FW,Bordeaux,19,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4eb0686f
574,Boubacar Traoré,ml MLI,MF,Metz,19,2001,19.2,1,22,5,22.7,1.15,0.26,0.05,0.20,28.3,0,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches,999ceb5f
575,Charles Traore,ml MLI,DF,Nantes,29,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,de488e56
576,Hamari Traoré,ml MLI,DF,Rennes,29,1992,32.1,3,31,9,29.0,0.97,0.28,0.10,0.33,17.2,0,0,0,1.9,1.9,0.06,+1.1,+1.1,Matches,a4b1028a
577,Ismaël Traoré,ci CIV,DF,Angers,34,1986,35.7,4,25,9,36.0,0.70,0.25,0.16,0.44,9.2,0,0,0,4.7,4.7,0.20,-0.7,-0.7,Matches,b666421b
578,Miguel Trauco,pe PER,DFMF,Saint-Étienne,28,1992,12.4,1,11,3,27.3,0.89,0.24,0.09,0.33,23.7,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,e4b72e34
579,Adrien Truffert,fr FRA,DF,Rennes,19,2001,18.2,3,19,5,26.3,1.04,0.27,0.16,0.60,20.1,0,0,0,2.3,2.3,0.12,+0.7,+0.7,Matches,5d0e0a1f
580,Matthieu Udol,fr FRA,DF,Metz,25,1996,11.2,1,5,2,40.0,0.45,0.18,0.20,0.50,18.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches,cc41f558
581,Ike Ugbo,ca CAN,FW,Troyes,22,1998,9.0,5,15,6,40.0,1.66,0.66,0.27,0.67,14.7,0,1,1,4.2,3.5,0.23,+0.8,+0.5,Matches,8a53d24b
582,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17,2004,4.5,1,4,1,25.0,0.89,0.22,0.25,1.00,17.1,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches,1df4a109
583,Hwang Ui-jo,kr KOR,FW,Bordeaux,28,1992,27.9,11,55,22,40.0,1.97,0.79,0.20,0.50,16.4,0,0,0,9.4,9.4,0.17,+1.6,+1.6,Matches,a2d873dd
584,Cengiz Ünder,tr TUR,FWMF,Marseille,24,1997,24.4,10,57,19,33.3,2.33,0.78,0.16,0.47,19.2,1,1,1,6.8,6.0,0.11,+3.2,+3.0,Matches,1880614f
585,Jere Uronen,fi FIN,DF,Brest,27,1994,9.8,0,4,1,25.0,0.41,0.10,0.00,0.00,28.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,d75f3980
586,Vanderson,br BRA,FWDF,Monaco,20,2001,12.4,2,14,6,42.9,1.13,0.48,0.14,0.33,19.8,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Matches,ee45fd85
587,Jonathan Varane,fr FRA,MF,Lens,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4ade359f
588,Marco Verratti,it ITA,MF,Paris S-G,28,1992,21.5,2,7,2,28.6,0.33,0.09,0.29,1.00,16.4,0,0,0,0.7,0.7,0.09,+1.3,+1.3,Matches,1467af0d
589,Kevin Volland,de GER,MFFW,Monaco,29,1992,27.1,9,50,23,46.0,1.85,0.85,0.16,0.35,13.5,2,1,1,8.5,7.7,0.15,+0.5,+0.3,Matches,64f69877
590,Timothy Weah,us USA,MFFW,Lille,21,2000,18.0,3,34,9,26.5,1.89,0.50,0.09,0.33,18.2,0,0,0,4.4,4.4,0.14,-1.4,-1.4,Matches,8eec784d
591,Georginio Wijnaldum,nl NED,MF,Paris S-G,30,1990,18.4,1,22,2,9.1,1.20,0.11,0.05,0.50,15.3,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches,eb58eef0
592,Christopher Wooh,cm CMR,DF,Lens,19,2001,11.7,0,8,2,25.0,0.69,0.17,0.00,0.00,18.6,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches,b003239d
593,Xeka,pt POR,MF,Lille,26,1994,18.0,3,22,5,22.7,1.22,0.28,0.14,0.60,24.0,2,0,0,1.7,1.7,0.08,+1.3,+1.3,Matches,f3600c02
594,Sekou Yansané,gn GUI,FW,Paris S-G,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bce37ac0
595,Yusuf Yazıcı,tr TUR,MFFW,Lille,24,1997,5.7,1,10,6,60.0,1.77,1.06,0.10,0.17,22.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,f5c8b425
596,Burak Yılmaz,tr TUR,FW,Lille,36,1985,24.6,4,68,25,36.8,2.77,1.02,0.03,0.08,17.0,5,2,2,11.0,9.4,0.14,-7.0,-7.4,Matches,165a2e40
597,Leny Yoro,fr FRA,MF,Lille,15,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6763f716
598,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22,1999,17.3,1,20,6,30.0,1.16,0.35,0.05,0.17,27.5,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches,e2f9bb5f
599,Akim Zedadka,dz ALG,DF,Clermont Foot,26,1995,37.1,0,31,6,19.4,0.84,0.16,0.00,0.00,21.7,0,0,0,1.7,1.7,0.05,-1.7,-1.7,Matches,0ff630d0
600,Arber Zeneli,xk KVX,FW,Reims,26,1995,4.5,2,11,3,27.3,2.42,0.66,0.18,0.67,16.8,0,0,0,1.9,1.9,0.17,+0.1,+0.1,Matches,095e4199
601,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,22,1999,0.9,0,1,0,0.0,1.08,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,53f6306f
602,Edon Zhegrova,xk KVX,MFFW,Lille,22,1999,5.3,2,15,7,46.7,2.81,1.31,0.13,0.29,20.3,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches,34a88e3e
603,Banhie Zoukrou,fr FRA,DF,Troyes,18,2003,0.9,0,1,1,100.0,1.17,1.17,0.00,0.00,12.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,aefa3050
