,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
224,José Fonte,pt POR,DF,Lille,37,1983,38,38,3420,38.0,0,2,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,1.6,1.6,1.2,2.8,0.04,0.03,0.07,0.04,0.07,Matches,90f87966
225,Steven Fortes,cv CPV,DF,Lens,29,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,574aa9ec
226,Przemysław Frankowski,pl POL,DF,Lens,26,1995,37,28,2448,27.2,6,5,6,0,0,5,0,0.22,0.18,0.40,0.22,0.40,3.4,3.4,4.2,7.6,0.12,0.16,0.28,0.12,0.28,Matches,00a8d210
227,Fransérgio,br BRA,MF,Bordeaux,30,1990,26,14,1258,14.0,0,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,1.3,1.3,0.6,1.9,0.09,0.04,0.14,0.09,0.14,Matches,deba6b05
228,Angelo Fulgini,fr FRA,MFFW,Angers,24,1996,36,35,2929,32.5,5,4,5,0,0,6,0,0.15,0.12,0.28,0.15,0.28,6.1,6.1,4.5,10.6,0.19,0.14,0.33,0.19,0.33,Matches,4b96c347
229,Gauthier Gallon,fr FRA,GK,Troyes,28,1993,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,db3164e1
230,Kévin Gameiro,fr FRA,FW,Strasbourg,34,1987,35,28,2385,26.5,11,3,10,1,3,0,0,0.42,0.11,0.53,0.38,0.49,14.2,11.8,3.5,15.3,0.54,0.13,0.67,0.45,0.58,Matches,42276181
231,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31,1989,26,18,1641,18.2,3,1,3,0,0,4,0,0.16,0.05,0.22,0.16,0.22,2.0,2.0,2.1,4.1,0.11,0.12,0.23,0.11,0.23,Matches,72c812f3
232,Ignatius Ganago,cm CMR,FW,Lens,22,1999,28,11,1024,11.4,5,1,5,0,0,2,0,0.44,0.09,0.53,0.44,0.53,4.6,4.6,1.4,6.0,0.41,0.12,0.53,0.41,0.53,Matches,23c63b7f
233,Djeidi Gassama,fr FRA,FW,Paris S-G,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bbdb2789
234,Johan Gastien,fr FRA,MF,Clermont Foot,33,1988,32,32,2746,30.5,0,1,0,0,0,8,2,0.00,0.03,0.03,0.00,0.03,1.2,1.2,2.4,3.7,0.04,0.08,0.12,0.04,0.12,Matches,868eaba0
235,Valère Germain,fr FRA,FW,Montpellier,31,1990,34,22,1970,21.9,4,3,4,0,0,3,0,0.18,0.14,0.32,0.18,0.32,4.5,4.5,2.9,7.4,0.21,0.13,0.34,0.21,0.34,Matches,ea0ff634
236,Gerson,br BRA,MFFW,Marseille,24,1997,35,29,2544,28.3,9,4,9,0,0,3,0,0.32,0.14,0.46,0.32,0.46,5.3,5.3,3.6,8.9,0.19,0.13,0.32,0.19,0.32,Matches,8827bf46
237,Willem Geubbels,fr FRA,FWMF,Nantes,19,2001,22,4,544,6.0,2,1,2,0,0,1,0,0.33,0.17,0.50,0.33,0.50,1.9,1.9,1.1,3.0,0.31,0.18,0.50,0.31,0.50,Matches,9836e892
238,Ismaël Gharbi,es ESP,FW,Paris S-G,17,2004,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5b3cfa12
239,Lamine Ghezali,fr FRA,DF,Saint-Étienne,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,11.45,11.45,0.00,11.45,Matches,ce84946a
240,Nicholas Gioacchini,us USA,FWMF,Montpellier,21,2000,28,3,497,5.5,0,2,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,1.4,1.4,0.7,2.2,0.26,0.14,0.39,0.26,0.39,Matches,79ab7593
241,Jimmy Giraudon,fr FRA,DF,Troyes,29,1992,19,18,1619,18.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.03,0.03,0.00,0.03,Matches,6ba71da5
242,Andrei Girotto,br BRA,DFMF,Nantes,29,1992,36,36,3146,35.0,6,1,6,0,0,8,0,0.17,0.03,0.20,0.17,0.20,3.7,3.7,1.2,4.8,0.10,0.03,0.14,0.10,0.14,Matches,3befc2b6
243,Aleksandr Golovin,ru RUS,FWMF,Monaco,25,1996,27,17,1502,16.7,3,4,3,0,0,4,1,0.18,0.24,0.42,0.18,0.42,3.3,3.3,3.6,6.9,0.20,0.22,0.42,0.20,0.42,Matches,3708e9fa
244,Angel Gomes,eng ENG,MFFW,Lille,20,2000,24,12,954,10.6,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,1.4,1.4,1.4,2.8,0.13,0.13,0.26,0.13,0.26,Matches,645a3363
245,Alfred Gomis,sn SEN,GK,Rennes,27,1993,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cecbce23
246,Vagner Gonçalves,cv CPV,FW,Metz,25,1996,3,0,86,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.25,0.06,0.31,0.25,0.31,Matches,743fd71f
247,Álvaro González,es ESP,DF,Marseille,31,1990,6,5,451,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.06,0.00,0.06,0.06,0.06,Matches,42dcf26d
248,Amine Gouiri,fr FRA,FWMF,Nice,21,2000,38,32,2754,30.6,10,9,7,3,5,3,0,0.33,0.29,0.62,0.23,0.52,12.6,8.7,6.8,15.5,0.41,0.22,0.64,0.28,0.51,Matches,aad56ca3
249,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,17,2003,31,20,1804,20.0,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.3,2.0,0.08,0.02,0.10,0.08,0.10,Matches,3cd7820a
250,Jonathan Gradit,fr FRA,DF,Lens,28,1992,35,35,3067,34.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.5,1.7,0.01,0.04,0.05,0.01,0.05,Matches,06c48679
251,Andrew Gravillon,gp GLP,DF,Reims,23,1998,26,24,2135,23.7,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,1.6,0.04,0.03,0.07,0.04,0.07,Matches,49136c42
252,Adrian Grbić,at AUT,FWMF,Lorient,24,1996,16,4,518,5.8,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.6,1.6,0.3,2.0,0.29,0.06,0.34,0.29,0.34,Matches,4a987ffa
253,Ivo Grbić,hr CRO,GK,Lille,25,1996,21,21,1890,21.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3f034750
254,Etienne Green,eng ENG,GK,Saint-Étienne,21,2000,15,15,1197,13.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,667b65da
255,Gabriel Gudmundsson,se SWE,DFMF,Lille,22,1999,30,15,1344,14.9,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,2.4,2.4,1.0,3.4,0.16,0.07,0.23,0.16,0.23,Matches,d5d22a58
256,Noah Guede-Nadje,fr FRA,MF,Angers,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,94b442c0
257,Mattéo Guendouzi,fr FRA,MF,Marseille,22,1999,38,35,3152,35.0,4,6,4,0,0,6,0,0.11,0.17,0.29,0.11,0.29,4.3,4.3,4.2,8.5,0.12,0.12,0.24,0.12,0.24,Matches,5ea8ef20
258,Yanis Guermouche,fr FRA,MFFW,Montpellier,20,2001,3,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,642f9f79
259,Evann Guessand,fr FRA,FW,Nice,20,2001,20,2,438,4.9,1,2,1,0,0,3,0,0.21,0.41,0.62,0.21,0.62,1.6,1.6,1.6,3.1,0.32,0.32,0.64,0.32,0.64,Matches,b73f17f8
260,Lamine Gueye,sn SEN,FWMF,Metz,23,1998,14,7,555,6.2,0,3,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,1.8,1.8,1.4,3.2,0.29,0.22,0.52,0.29,0.52,Matches,9d5dcc23
261,Pape Gueye,sn SEN,MF,Marseille,22,1999,28,17,1528,17.0,0,1,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06,2.2,2.2,0.7,2.9,0.13,0.04,0.17,0.13,0.17,Matches,7155e3e1
262,Josuha Guilavogui,fr FRA,MFDF,Bordeaux,30,1990,15,15,1331,14.8,1,1,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,1.6,1.6,0.9,2.6,0.11,0.06,0.17,0.11,0.17,Matches,e6c43eec
263,Frederic Guilbert,fr FRA,DF,Strasbourg,26,1994,33,28,2516,28.0,0,4,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,1.1,1.1,4.4,5.6,0.04,0.16,0.20,0.04,0.20,Matches,5d8d7454
264,Bruno Guimarães,br BRA,MF,Lyon,23,1997,20,19,1634,18.2,0,3,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.9,0.9,4.1,5.0,0.05,0.23,0.27,0.05,0.27,Matches,82518f62
265,Sehrou Guirassy,gn GUI,FW,Rennes,25,1996,37,7,1016,11.3,9,0,9,0,0,1,0,0.80,0.00,0.80,0.80,0.80,8.8,8.8,0.5,9.4,0.78,0.05,0.83,0.78,0.83,Matches,923f4dda
266,Malo Gusto,fr FRA,DF,Lyon,18,2003,30,21,1884,20.9,0,4,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,0.7,0.7,4.3,5.1,0.03,0.21,0.24,0.03,0.24,Matches,d56b9520
267,Massadio Haïdara,ml MLI,DF,Lens,28,1992,20,12,1076,12.0,1,1,1,0,0,5,1,0.08,0.08,0.17,0.08,0.17,0.9,0.9,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Matches,5167c97e
268,Oualid El Hajjam,ma MAR,DF,Troyes,30,1991,19,12,1072,11.9,1,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,0.8,0.8,0.7,1.5,0.07,0.06,0.13,0.07,0.13,Matches,9f29c204
269,Achraf Hakimi,ma MAR,DF,Paris S-G,22,1998,32,28,2479,27.5,4,6,4,0,0,3,1,0.15,0.22,0.36,0.15,0.36,3.0,3.0,4.7,7.8,0.11,0.17,0.28,0.11,0.28,Matches,e42d61c7
270,Pierre-Yves Hamel,fr FRA,FWMF,Lorient,27,1994,3,0,30,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.19,0.19,0.00,0.19,Matches,a99da9ec
271,Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,27,1994,17,6,523,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.2,2.1,0.32,0.04,0.36,0.32,0.36,Matches,a99da9ec
272,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,34,1987,22,7,886,9.8,2,1,2,0,0,2,0,0.20,0.10,0.30,0.20,0.30,3.0,3.0,1.7,4.7,0.31,0.17,0.48,0.31,0.48,Matches,0b4d8274
273,Amine Harit,ma MAR,FWMF,Marseille,24,1997,23,12,1165,12.9,4,4,4,0,0,1,0,0.31,0.31,0.62,0.31,0.62,2.5,2.5,3.2,5.7,0.20,0.25,0.44,0.20,0.44,Matches,e7d59f4f
274,Henrique,br BRA,DF,Lyon,27,1994,18,12,1105,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.8,1.5,0.06,0.06,0.12,0.06,0.12,Matches,f28474a4
275,Luis Henrique,br BRA,FWMF,Marseille,19,2001,20,7,699,7.8,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,1.0,1.0,0.5,1.5,0.13,0.06,0.19,0.13,0.19,Matches,f36d5624
276,Christophe Hérelle,mq MTQ,DF,Brest,28,1992,23,23,1932,21.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches,3681cfff
277,Jérôme Hergault,fr FRA,DF,Lorient,35,1986,8,5,352,3.9,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.04,0.07,0.03,0.07,Matches,a84f9a4b
278,Ander Herrera,es ESP,MF,Paris S-G,31,1989,19,12,1091,12.1,3,2,3,0,0,2,0,0.25,0.16,0.41,0.25,0.41,1.0,1.0,1.6,2.7,0.09,0.13,0.22,0.09,0.22,Matches,436a9dd0
279,Franck Honorat,fr FRA,FWMF,Brest,24,1996,34,34,2899,32.2,11,4,11,0,0,3,0,0.34,0.12,0.47,0.34,0.47,5.7,5.7,7.6,13.3,0.18,0.24,0.41,0.18,0.41,Matches,db7849ca
280,Fraser Hornby,sct SCO,FWMF,Reims,21,1999,8,4,350,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.13,0.07,0.20,0.13,0.20,Matches,29aee77c
281,Cédric Hountondji,bj BEN,DF,Clermont Foot,27,1994,23,23,2034,22.6,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.0,0.8,0.03,0.00,0.04,0.03,0.04,Matches,00891164
282,Suk Hyun-jun,kr KOR,FWMF,Troyes,30,1991,9,0,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.31,0.22,0.52,0.31,0.52,Matches,7ffaf233
283,Mauro Icardi,ar ARG,FW,Paris S-G,28,1993,24,10,1027,11.4,4,0,4,0,0,1,0,0.35,0.00,0.35,0.35,0.35,5.4,5.4,0.8,6.3,0.48,0.07,0.55,0.48,0.55,Matches,43b78598
284,Jonathan Iglesias,uy URU,MF,Clermont Foot,32,1988,15,5,579,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.01,0.06,0.07,0.01,0.07,Matches,639ca1cf
285,Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,24,1997,5,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,ad513a6b
286,Danylo Ihnatenko,ua UKR,MF,Bordeaux,24,1997,11,7,692,7.7,0,3,0,0,0,3,1,0.00,0.39,0.39,0.00,0.39,0.6,0.6,1.3,1.9,0.07,0.17,0.24,0.07,0.24,Matches,65bbfba3
287,Jonathan Ikone,fr FRA,MFFW,Lille,23,1998,18,13,1062,11.8,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.5,2.5,2.4,4.9,0.21,0.20,0.41,0.21,0.41,Matches,42eaa028
288,Bonke Innocent,ng NGA,MF,Lorient,25,1996,12,11,874,9.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches,546bb36e
289,Wilson Isidor,fr FRA,FWMF,Monaco,20,2000,4,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.20,0.10,0.30,0.20,0.30,Matches,a671316d
290,Ismail Jakobs,sn SEN,DFFW,Monaco,21,1999,28,10,1203,13.4,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,3.5,4.1,0.05,0.26,0.31,0.05,0.31,Matches,a0415710
291,Marin Jakoliš,hr CRO,FW,Angers,24,1996,10,2,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.2,0.36,0.11,0.46,0.36,0.46,Matches,96f4ebc0
292,Abdel Jalil Medioub,dz ALG,DF,Bordeaux,23,1997,10,6,622,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,4937a9f7
293,Corentin Jean,fr FRA,FWMF,Lens,26,1995,17,1,255,2.8,1,0,1,0,0,2,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.2,1.2,0.35,0.07,0.42,0.35,0.42,Matches,7d9b37bf
294,Jemerson,br BRA,DF,Metz,28,1992,15,15,1202,13.4,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.0,0.05,0.03,0.08,0.05,0.08,Matches,7cab69b5
295,Moritz Jenz,de GER,DF,Lorient,22,1999,17,16,1381,15.3,1,0,1,0,0,5,1,0.07,0.00,0.07,0.07,0.07,1.3,1.3,0.1,1.4,0.08,0.01,0.09,0.08,0.09,Matches,ee644761
296,Lenny Joseph,fr FRA,FWMF,Metz,20,2000,8,0,153,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,d1828392
297,Issa Kaboré,bf BFA,DF,Troyes,20,2001,31,26,2254,25.0,0,1,0,0,0,8,2,0.00,0.04,0.04,0.00,0.04,0.3,0.3,1.7,2.0,0.01,0.07,0.08,0.01,0.08,Matches,c066d1a5
298,Tino Kadewere,zw ZIM,FW,Lyon,25,1996,15,3,506,5.6,1,0,1,0,0,0,1,0.18,0.00,0.18,0.18,0.18,3.7,3.7,1.2,4.9,0.65,0.21,0.87,0.65,0.87,Matches,7d08063d
299,Gaël Kakuta,cd COD,MFFW,Lens,30,1991,29,20,1673,18.6,3,2,2,1,1,1,0,0.16,0.11,0.27,0.11,0.22,4.0,3.2,2.8,6.1,0.22,0.15,0.37,0.17,0.33,Matches,5b1bf5e3
300,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19,2002,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,bf4c41f9
301,Arnaud Kalimuendo,fr FRA,FW,Lens,19,2002,32,27,2148,23.9,12,0,10,2,2,1,1,0.50,0.00,0.50,0.42,0.42,9.9,8.3,1.7,10.0,0.41,0.07,0.49,0.35,0.42,Matches,bf4c41f9
302,Samuel Kalu,ng NGA,FWMF,Bordeaux,23,1997,11,3,328,3.6,1,1,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,1.5,1.5,0.2,1.7,0.42,0.06,0.48,0.42,0.48,Matches,b8d22478
303,Boubacar Kamara,fr FRA,MFDF,Marseille,21,1999,34,31,2778,30.9,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,3.3,4.6,0.04,0.11,0.15,0.04,0.15,Matches,cc77354e
304,Hassane Kamara,ci CIV,MFDF,Nice,27,1994,11,7,544,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.1,2.3,0.20,0.18,0.37,0.20,0.37,Matches,19a12bed
305,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,32,1989,10,8,664,7.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,76a4233b
